MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;BATCH_SIZE;EPOCHS;mse;rmse;nrmse;mae;wape;mpe;mape;mdape;smape;smdape;mase;rmspe;rmsse;mre;rae;mrae;std_ae;std_ape;loss;Execution_time;Device
TCN_1068;{'nb_filters': 128, 'kernel_size': 4, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};24;168;128;50;166980.73;408.63275;0.018396107;298.4246;0.0104560405;-0.0018806112;0.010600328;0.008006413;1.0581032373011112;0.008001542;1.2832137;0.014599976;1.7571045;-1398226200.0;0.07809596994675827;4212309000.0;2591.0308609834665;0.09364647522052767;[1.948250863877581, 0.13769407641025386, 0.10931491023431894, 0.08756467084107439, 0.07800215283521157, 0.06958767299417253, 0.06501771467941925, 0.06210169013554143, 0.059423214060034826, 0.05762082317464454, 0.05661689596740311, 0.05507665817310986, 0.05416665915264185, 0.053785849391875015, 0.05270731581176458, 0.05182657158449905, 0.051561152004970384, 0.05238527973347789, 0.05067905701337844, 0.05003061197339695, 0.049238553365453686, 0.049092624329795824, 0.04821326270440295, 0.048387272383645534, 0.047750971206109154, 0.04716086543641112, 0.04693230421504541, 0.04666641762186026, 0.04660650709942936, 0.04657029077443516, 0.046062730943878055, 0.04611473081510265, 0.04510885609168479, 0.044930350165381515, 0.044827614665623385, 0.04450645440760601, 0.04401815250811609, 0.0437323935406035, 0.04321954894883769, 0.043442756155622424, 0.043149487136300034, 0.04277211209002807, 0.043137392069726055, 0.042566943784839634, 0.042070467752459643, 0.041664919074580184, 0.04158665781091362, 0.04142851440719629, 0.04117946850857741, 0.04077475063503852];8632.80809545517;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_1205;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 1, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};24;168;128;50;176276.0;419.85236;0.0189012;308.77307;0.010818625;-0.0021159363;0.010898771;0.008281828;1.0874606668949127;0.008274604;1.3277118;0.014826577;1.8053482;-1830695700.0;0.08080410260455281;4410794500.0;2704.621430182744;0.09609233847679192;[0.153098211009956, 0.07826811149386671, 0.06831492728994124, 0.06357688257475247, 0.06082332196231427, 0.05943025177519447, 0.05803502776506777, 0.05685100959918213, 0.055546612048242336, 0.055302487838890496, 0.05429853557161356, 0.053569353330653026, 0.05317049438177252, 0.052696233345049984, 0.05217665671291251, 0.05187593039470787, 0.05142166760353386, 0.05080104843088935, 0.0506099715311243, 0.05019458476359438, 0.05011823776972868, 0.04959356114512923, 0.049278056671493514, 0.049101642406117814, 0.04867964779816561, 0.04852255187134193, 0.048237143857732964, 0.048029272202672425, 0.047640702436950705, 0.04761249385246151, 0.047533843579026736, 0.04710792505934627, 0.046878366884340446, 0.04658068655234268, 0.0467369328304801, 0.04622968188956576, 0.04597065044353858, 0.0459650021734451, 0.0462049928980436, 0.04573413102811241, 0.04566907566888948, 0.045450434997782035, 0.04525760075719238, 0.045163325078709904, 0.04484339551673309, 0.04483066088399143, 0.04465561246647445, 0.044565854805723004, 0.04445176868457853, 0.04424648426916344];4188.44477891922;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_1221;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};24;168;128;50;139624.02;373.66296;0.016821815;274.32587;0.009611683;-0.00187744;0.009726829;0.0073994575;0.9704279713332653;0.007396307;1.1795902;0.01332757;1.6067358;-1282052900.0;0.0717894743905375;4142986500.0;2401.3201573737206;0.086083229068088;[0.37264498366753623, 0.08768295969292991, 0.07555418396780944, 0.06905843284316336, 0.06515333382014904, 0.06150401462632434, 0.05902495591819747, 0.05726021958074922, 0.05602600747816609, 0.05507568041231547, 0.05399918829877913, 0.0532622729404847, 0.0523171227380895, 0.05140111903215448, 0.05083824872858451, 0.05012984156168265, 0.04962799148425731, 0.04920580232413791, 0.04884341723795614, 0.04853557387217346, 0.048162172641204405, 0.04721019719141142, 0.0468930280094695, 0.04647047687361025, 0.04598350737425533, 0.04565043037976714, 0.045103186293626626, 0.04485506538407987, 0.04461559591788324, 0.04401378312385386, 0.043537589965549725, 0.04335232091074723, 0.043187324478494514, 0.042934070022253565, 0.042358156124630036, 0.04203597986544025, 0.04183477955607345, 0.04138333181928423, 0.04104508558669543, 0.040618043861412476, 0.040427450725337086, 0.040223547001190296, 0.03979535051223324, 0.03925036272274453, 0.039198679072502414, 0.03892445759289958, 0.038763349328307, 0.038310463650984596, 0.03796688469233291, 0.03782022919693554];6798.379591464996;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_1254;{'nb_filters': 128, 'kernel_size': 6, 'nb_stacks': 4, 'dilations': [1, 5, 7], 'dropout_rate': 0};24;168;128;50;167287.16;409.00754;0.018412981;298.5506;0.010460456;-0.0014245497;0.010544355;0.00798575;1.0536209680140018;0.007980734;1.2837555;0.014425024;1.7587157;-1104569700.0;0.07812894418442402;4368531500.0;2569.7253804918955;0.09156143433912449;[2.0263148285794816, 0.1357619898883712, 0.10216860172485992, 0.08961196576148478, 0.07778243497404526, 0.0710159002928102, 0.06548413204078848, 0.06167824998389176, 0.05907838036334444, 0.057891428536613415, 0.05653826190530555, 0.055086896990240504, 0.05435652608648974, 0.05365231296452369, 0.052735507640416575, 0.052092741565896564, 0.05129283725567195, 0.05146375550604602, 0.05016528419507735, 0.04979754522172976, 0.049229624450947, 0.04886973997679861, 0.048184002388666713, 0.04839565387015767, 0.047595797632777125, 0.04741433004465187, 0.04711986254936931, 0.047682993038998034, 0.04667020264813865, 0.04595332379903247, 0.04610625667246097, 0.04513130590169519, 0.04511650615285976, 0.04469608525296461, 0.04424981864150514, 0.044166454917357524, 0.04353609399644676, 0.04354951257082087, 0.04317126284066899, 0.04291667473963266, 0.042359867712778825, 0.041990596289513106, 0.0415793373741997, 0.041804373734818955, 0.04123745664647575, 0.04076711669836824, 0.040844667813281, 0.04028969557571572, 0.0399913313765351, 0.03975486165596644];9860.491104841232;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
LSTM_0;{'num_stack_layers': 1, 'units': 32, 'dropout': 0};24;168;128;50;922913.25;960.6837;0.043248717;638.32513;0.022365294;-0.00043094176;0.022105232;0.014679827;2.2246966138482094;0.014647893;2.7447724;0.03226611;4.1309023;-2571398100.0;0.1670459474291027;7882678000.0;5628.73197972943;0.19279965946974748;[0.20786603325509004, 0.134066767211968, 0.11339656994721288, 0.102782563428424, 0.1434979748879166, 0.15677886298709737, 0.10534765784126668, 0.09549809226634308, 0.09113055629486345, 0.08846296812711263, 0.08675734061836445, 0.08568697872261864, 0.08447084203363985, 0.08372415125324141, 0.08199527751115994, 0.08093185871514376, 0.07982355697494865, 0.07908266395037797, 0.07788887329147824, 0.07833036781911686, 0.08123779994037664, 0.08010740986673408, 0.07834765658139305, 0.07673041879563128, 0.07565475900098324, 0.07426478421607613, 0.07327408006418455, 0.07357208585796933, 0.07249737746768493, 0.0721192730243257, 0.07111602514639756, 0.07354250722458305, 0.07154597925071586, 0.07027143460898813, 0.07069709956075286, 0.07248548930858247, 0.07908916587586744, 0.07090792223500589, 0.0692163359564414, 0.06884157483620927, 0.0682222429559853, 0.06759659853373835, 0.06754012654158685, 0.06727876684889551, 0.06730974647343083, 0.0667756832335065, 0.06652749751849459, 0.06676899507440627, 0.065964388626251, 0.06643343287736946];466.1235976219177;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
LSTM_1;{'num_stack_layers': 1, 'units': 64, 'dropout': 0};24;168;128;50;504473.28;710.2628;0.031975098;486.84357;0.017057763;-0.0012294628;0.017106304;0.011888718;1.7163077369332314;0.011869866;2.0934076;0.024567336;3.0541024;-2970324000.0;0.12740411235474788;6349014500.0;4282.0675832659135;0.15006061056008504;[0.16825876503983472, 0.09917335566662384, 0.09487376551946988, 0.09939246129882781, 0.09413122994716647, 0.09022080359904988, 0.08195760719567621, 0.08614284213888589, 0.08691601269026891, 0.0879102612264304, 0.08257448620203718, 0.08250782684033821, 0.08211633771974583, 0.08628748385635454, 0.08317187805780385, 0.08177172823299127, 0.0845898597102932, 0.10329318155919558, 0.0804961683230701, 0.07593746070882833, 0.07347062791809526, 0.08340984315192435, 0.09822822505275115, 0.079461342313053, 0.07456717831247779, 0.07189623127178524, 0.06959060460605887, 0.07125024168569448, 0.06791759174939535, 0.06759058506957084, 0.07395997292115805, 0.06774591206890443, 0.06554157959014809, 0.06565784768381058, 0.06460283600622124, 0.06485984060894104, 0.06968415900218579, 0.06467973019323103, 0.06517942130078226, 0.06274920974602831, 0.062010215371111774, 0.06187683759261338, 0.06222599515950872, 0.06108719717576669, 0.06045795658696258, 0.06533200887821759, 0.06050088544738699, 0.06008683336206949, 0.05968310491955635, 0.05971942263495393];545.2202572822571;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
LSTM_2;{'num_stack_layers': 1, 'units': 128, 'dropout': 0};24;168;128;50;266013.53;515.765;0.023219062;376.30093;0.01318463;-0.0028260127;0.013364675;0.009972349;1.334450300782919;0.009960759;1.6180788;0.018403906;2.2177684;-2341550800.0;0.09847574917422329;5294753300.0;3322.084732123572;0.11928442904539688;[0.1590750886880851, 0.1248400039054841, 0.1634147316881695, 0.09621270476290668, 0.08837288972352339, 0.08326648649159568, 0.07974719913725722, 0.07670436858566258, 0.07410675550602248, 0.07184951005155484, 0.06936700621059436, 0.06820296628250759, 0.06650865478246828, 0.06550551879011726, 0.0642025982370362, 0.0633341026210553, 0.06220783279296282, 0.06137042451018374, 0.06077959293774862, 0.060152819638071196, 0.0592936435486875, 0.05900954081834859, 0.05829148256788988, 0.057778332089018024, 0.05725838624087261, 0.056803730448961406, 0.05642891013165802, 0.05592622819861833, 0.055450093599732325, 0.05505680486810262, 0.054550848434898325, 0.05452364894393597, 0.05404750330347701, 0.0539115989332142, 0.0531897854232764, 0.05302873825696968, 0.052737372904383274, 0.05221978534665379, 0.05216578752404726, 0.05193543619510388, 0.05166024853028067, 0.05126556892132665, 0.051340463639732666, 0.05070726576068432, 0.050460085671990736, 0.05049593779318161, 0.05022538610038683, 0.050008942426317, 0.049761901967356456, 0.0496083375648669];707.0117239952087;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
LSTM_3;{'num_stack_layers': 2, 'units': 32, 'dropout': 0};24;168;128;50;774511.3;880.06323;0.039619286;576.6192;0.020203274;0.0002758453;0.020240016;0.013084966;2.036941796541214;0.013069373;2.4794393;0.030149933;3.7842352;-1948848500.0;0.1508978601334517;7385852400.0;5040.397167176874;0.17714616510773337;[0.17202240861313406, 0.10657467207022747, 0.09980025547374728, 0.09133229069625227, 0.08676270667515124, 0.08820047050615429, 0.08435800729146738, 0.08105795739226683, 0.07907065083567799, 0.0783377300163373, 0.07679029248134758, 0.07592809129404779, 0.07584737757331438, 0.07549356354385815, 0.07520737354288393, 0.07404441966852021, 0.07483187345707545, 0.07424492916353952, 0.07310675666008776, 0.0722714104992527, 0.0718037643088259, 0.07128180744540129, 0.08042322480933145, 0.07605406898372125, 0.07371057878183687, 0.07185912571992843, 0.07006693184489717, 0.06920323333135436, 0.06842847437775332, 0.07029593377080208, 0.06802840445155038, 0.06771300109808125, 0.06709399458296617, 0.06704736458343165, 0.06672543908531693, 0.06653382031298564, 0.06655344035331573, 0.06789852754738677, 0.0655639293897314, 0.06487793740290235, 0.06432623735657682, 0.06394749166591741, 0.06401642990826231, 0.0643241541784354, 0.06399018004274384, 0.06384807254189301, 0.06280670999393688, 0.06266076748892016, 0.06208719777697964, 0.06213625884018775];846.5036778450012;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
LSTM_4;{'num_stack_layers': 2, 'units': 64, 'dropout': 0};24;168;128;50;489263.88;699.474;0.0314894;485.40933;0.017007511;-0.0018318637;0.01717913;0.011917345;1.7180997878313065;0.011901639;2.0872407;0.024662627;3.0077093;-2656755700.0;0.12702878005614032;5889502000.0;4242.226171684749;0.1522883988273168;[0.15401958993812112, 0.09154455786162231, 0.09222944173773095, 0.08292692868190532, 0.08915014875698, 0.0797935588069765, 0.07914028774737937, 0.08161868992303695, 0.0767097894175797, 0.08117784604922174, 0.0739876929519774, 0.0994939331505344, 0.08320400815827911, 0.07650098501145444, 0.07429686519790331, 0.07812807054302394, 0.07494702991756437, 0.07214124810710963, 0.07132999679005661, 0.07005973267140021, 0.07135461960185019, 0.07090889688038886, 0.07021980227882287, 0.07297012583395225, 0.07030459921337942, 0.06848629568023075, 0.06712825717279705, 0.06682076367582283, 0.06723551957707537, 0.06593144448679887, 0.06541695836841444, 0.0654062265357741, 0.06379737893454591, 0.06459917556851909, 0.06382488132094115, 0.06234592248942414, 0.06264128119004435, 0.0624699303547096, 0.06146429195180546, 0.060791462449371385, 0.07124502453086602, 0.060889779399498294, 0.06135318591775344, 0.05882502084141258, 0.05960539317485423, 0.059350135915670704, 0.058625808374464995, 0.10650937573319803, 0.07867840251681549, 0.06388059983139623];1093.8694777488708;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
LSTM_5;{'num_stack_layers': 2, 'units': 128, 'dropout': 0};24;168;128;50;188028.86;433.62296;0.019521134;314.00378;0.011001896;-0.0020104402;0.01118395;0.008383476;1.1166076175868511;0.008378761;1.3502036;0.015552245;1.8645613;-1103966600.0;0.0821729471434439;4266521900.0;2751.085092108182;0.09942985953192462;[0.12406717585964766, 0.08836639124681236, 0.08064665090474486, 0.08275203397585089, 0.08717875912366789, 0.0772649171557527, 0.07579839243495178, 0.0743819204144324, 0.07159023708376813, 0.07094135287289377, 0.0708439932407981, 0.07105155756461289, 0.08858518346299048, 0.08798750996493028, 0.07671936757682217, 0.07154678545168558, 0.0717417762662552, 0.07305782694920102, 0.06786274605817706, 0.06632942007082546, 0.06660271091614772, 0.06710336936575959, 0.06558024609048117, 0.06608046908358133, 0.06423203338628228, 0.06315692692680863, 0.06185449833383076, 0.06111326214013973, 0.06123825288750045, 0.06011243979817034, 0.059117117671937065, 0.057879817438191976, 0.05650713394286631, 0.05520899181748595, 0.05444568220773563, 0.053683764900654594, 0.05249664228030671, 0.05215316962959811, 0.05143538392613937, 0.050710395312649974, 0.050300270448405716, 0.04989405024441113, 0.04927875035243886, 0.04876030280717831, 0.04829597788614788, 0.048059807907737756, 0.04743229301983768, 0.04700602933451162, 0.046741050597375454, 0.04645998436388362];1575.3652000427246;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
LSTM_6;{'num_stack_layers': 3, 'units': 32, 'dropout': 0};24;168;128;50;638345.06;798.96497;0.035968352;536.4031;0.018794203;-0.00025335944;0.018734155;0.01292323;1.882495917379856;0.012903543;2.3065116;0.02718233;3.4355175;-2216873500.0;0.14037354932754237;7212244500.0;4675.51419428025;0.16243339692114875;[0.16940881739039623, 0.09707442651764445, 0.10951467498319195, 0.09452873534523958, 0.0839739849139003, 0.08149887968491282, 0.08275081466105574, 0.07775250404113222, 0.07608984263916291, 0.07635014868629555, 0.07608230235746216, 0.0761780474056529, 0.07548910561511965, 0.07464740870799924, 0.07456468636206152, 0.07462199409860289, 0.07351296029126958, 0.07867686775581498, 0.07550290075563613, 0.07216954967971277, 0.07138453510792715, 0.07327891727721993, 0.07078054850392633, 0.06999378556866026, 0.06970650308243014, 0.06908565096703456, 0.06881361330531197, 0.07016535333067948, 0.06922186329182294, 0.0803538922654935, 0.07896143966722025, 0.07100126864595031, 0.07739383528843158, 0.07083135153797815, 0.0666597828280856, 0.06577037365210178, 0.0652726367002021, 0.06460485552908288, 0.0645447370048171, 0.0640807800165116, 0.06388032174060637, 0.06305145482358578, 0.06473188392296371, 0.06502719179563404, 0.06218245640262759, 0.062046003301943035, 0.061149502694175274, 0.0629775140005051, 0.06209303156715292, 0.06858716737173956];1303.6653652191162;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
LSTM_7;{'num_stack_layers': 3, 'units': 64, 'dropout': 0};24;168;128;50;221186.25;470.3044;0.021172484;342.2562;0.011991789;-0.0016760211;0.012072941;0.009124951;1.2061220593750477;0.009119223;1.4716878;0.016614053;2.0222898;-2069130500.0;0.08956643995637244;5326312000.0;2970.0047030531846;0.10532912389130947;[0.13607542392693064, 0.08629028804006618, 0.0814503906526143, 0.07930741417731192, 0.07572383320558326, 0.07484161206139635, 0.07272816609180177, 0.07248342150931031, 0.07136399756041996, 0.07013843971354299, 0.06877987557636181, 0.06805973180566878, 0.06745780996172555, 0.06681036063019204, 0.06616383880405076, 0.06577536789623091, 0.06489321751075657, 0.06399868593913799, 0.06348930621003057, 0.06162462746085777, 0.06107085724776316, 0.06051152810446164, 0.05952347363220451, 0.05853139506701381, 0.05784045539660064, 0.05704197152419831, 0.057042051846112524, 0.05671514365206348, 0.056984461619479135, 0.05533901423549826, 0.05463286831444416, 0.05406853785263125, 0.053890882539865716, 0.05350444926856845, 0.05307973922605647, 0.05233372524876002, 0.052189709550216797, 0.0523554961785249, 0.05132086906360819, 0.051332636047784826, 0.05086046396516994, 0.05042555337486472, 0.050124127785477424, 0.050080577730673655, 0.049695498039006414, 0.04940674143664845, 0.04891459067936754, 0.048845320810672936, 0.048704330801069194, 0.04907208994215709];1700.9850978851318;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
LSTM_8;{'num_stack_layers': 3, 'units': 128, 'dropout': 0};24;168;128;50;220923.83;470.02536;0.021159923;342.45633;0.0119988015;-0.0030538728;0.012124259;0.009054088;1.207940187305212;0.009047478;1.4725484;0.016764121;2.0210903;-2007176700.0;0.08961881416082546;5056209400.0;3058.7235802820323;0.10977359351776415;[0.12590917546815555, 0.08405898530838063, 0.08073265814926685, 0.0796328056927374, 0.07720760207516962, 0.07286792170696768, 0.07134562900693782, 0.07028164517678442, 0.06918020013220758, 0.06885343077846763, 0.06942312444835257, 0.07228516587326574, 0.06757399185259445, 0.06829981309852648, 0.06653875858249521, 0.06503068613593865, 0.06398830446722038, 0.06241470094025165, 0.06606963720655579, 0.11647973616086929, 0.09405599077154067, 0.07776483073526728, 0.07210485186078147, 0.06827979350935956, 0.06594441425715664, 0.06492657745871419, 0.06304003829053495, 0.06197466762895177, 0.06385003979328803, 0.06164494246713311, 0.05943254426157873, 0.05809180415279617, 0.05701310313867495, 0.05598099587791083, 0.05530504040923122, 0.05412438558543536, 0.05347038808538724, 0.052559693228764644, 0.05193483647412829, 0.051155646262214444, 0.05044470943958294, 0.049615237670004496, 0.0501578877588556, 0.0492717038302727, 0.048406948825115356, 0.047849582130055635, 0.048136150835865824, 0.047195697586747104, 0.046534136678555306, 0.04627775222618854];2477.6347012519836;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_49;{'nb_filters': 32, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};24;168;256;25;505849.97;711.2313;0.0320187;504.03598;0.017660143;-0.0017801588;0.017877854;0.012651344;1.786811277270317;0.012639118;2.1673343;0.025185892;3.0582654;-2272369000.0;0.13190326135808714;6739841500.0;4345.396920575183;0.1562777400826543;[14.834411887063904, 0.5328091894613723, 0.2990880216356397, 0.21309806467880882, 0.17512313555763892, 0.15487529795802912, 0.13949676833614275, 0.12854996584046638, 0.12091348008894523, 0.1121955524139778, 0.1035026838052785, 0.09861570486038547, 0.09426251107313545, 0.09033567305663176, 0.08556934393206825, 0.0822556552748827, 0.07946286663581091, 0.07689252804865185, 0.07425924497634208, 0.07311930806034236, 0.07084700487110263, 0.06900562353601286, 0.06831503856418088, 0.06617132438639262, 0.06529001358938352];1111.6553428173065;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_101;{'nb_filters': 32, 'kernel_size': 3, 'nb_stacks': 1, 'dilations': [1, 5, 7, 14, 28, 56], 'dropout_rate': 0};24;168;256;25;254545.03;504.52457;0.022713032;364.45676;0.01276964;-0.0031728896;0.012985573;0.009501631;1.293718721717596;0.009493183;1.5671494;0.018185642;2.169435;-2269520400.0;0.09537619365713293;5215726600.0;3262.241512311661;0.1181614746560225;[0.33510659755492994, 0.10844100724003902, 0.0938272115560657, 0.08569442444562299, 0.08017207403126049, 0.07600349163516572, 0.07308858942680262, 0.07062036074427674, 0.06881855558969033, 0.06706574754193685, 0.06533295313528395, 0.0640987776102093, 0.06357492339180887, 0.06237842951727421, 0.06150134954866126, 0.0607226346654202, 0.05971625914508239, 0.05941290475784703, 0.05903714894529747, 0.05850329093548022, 0.058140592280970016, 0.05807229489097782, 0.05747979943179531, 0.05707022243464625, 0.056659364104112916];566.7201323509216;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_117;{'nb_filters': 32, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};24;168;256;25;269135.34;518.78253;0.023354907;377.16544;0.01321492;-0.0024849803;0.013406478;0.0098794075;1.3371771201491356;0.009871399;1.6217961;0.018501494;2.230744;-2431196700.0;0.09870198702219822;5242095600.0;3307.9364570774446;0.11886243625712585;[1.0174393001689406, 0.14957550252548332, 0.11867005106543416, 0.10368245527910064, 0.09484168601874891, 0.08806946510223235, 0.08348256099783709, 0.07902364275932779, 0.07533659856781429, 0.07258664582917668, 0.0707153440705386, 0.06807277638224421, 0.06658649643205504, 0.06587905612262296, 0.06393286778253911, 0.06260833760127608, 0.062251876202781595, 0.06133892845458829, 0.060583717012117566, 0.060148550923555526, 0.0594080903667102, 0.05843603964412227, 0.058189219519191177, 0.05774744781570258, 0.057243561187229654];747.8795948028564;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_150;{'nb_filters': 32, 'kernel_size': 3, 'nb_stacks': 4, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};24;168;256;25;512689.0;716.0231;0.032234415;499.2701;0.017493159;-0.004483289;0.017513711;0.012272412;1.744036190211773;0.012253674;2.1468413;0.024742125;3.0788703;-3849047600.0;0.13065606031682475;6925435400.0;4578.591648388224;0.16069540234790458;[13.851262530657548, 0.5559513818806355, 0.3330361700853895, 0.23498656023297912, 0.18836569968063038, 0.16185363994407906, 0.1443614819709635, 0.1301947757440076, 0.12014123499715572, 0.11202681381162326, 0.10487265979919508, 0.09716080231795846, 0.09067310175369597, 0.0872580887573961, 0.08412402578655896, 0.07997690330166231, 0.0778822904902, 0.07525174222833536, 0.07262311325478163, 0.06926261070631581, 0.06696252534338239, 0.0646102305909273, 0.06363700468636412, 0.06268685170050232, 0.06143766931292575];1103.841536283493;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_218;{'nb_filters': 32, 'kernel_size': 4, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};24;168;256;25;355578.47;596.304;0.026844822;431.19318;0.015107915;-0.005129014;0.015419999;0.011026673;1.5314158983528614;0.011016027;1.8541133;0.021569988;2.564083;-3374938400.0;0.1128407284637317;6235097000.0;3945.90531056218;0.14376927842771986;[2.5946622676647055, 0.2307557091289203, 0.1552796432283165, 0.13045797548805405, 0.11848089983461367, 0.10468071027133118, 0.09681009430063221, 0.09002458898982545, 0.08318043557635785, 0.07833925187207894, 0.07394588178832652, 0.07097595477964094, 0.06875666867948683, 0.06692408779929836, 0.06546085880071488, 0.06453045211522865, 0.06376173718599912, 0.06286923194937956, 0.061464013576223143, 0.06049911653226465, 0.06035246400776293, 0.0595277170374001, 0.058995035218274074, 0.058507727408424554, 0.057801529495180956];930.5736410617828;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_355;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 1, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};24;168;256;25;288213.3;536.85504;0.024168506;381.36996;0.013362236;-0.00015346057;0.0134283155;0.009744624;1.342542190104723;0.0097443;1.6398755;0.018778434;2.3084555;-1389219300.0;0.0998022846679004;4956860400.0;3224.716132008183;0.11353374016899571;[0.3166903733226546, 0.10858455125508287, 0.09429360358957842, 0.08614150374926627, 0.08092978127461946, 0.07681495440290806, 0.0744380177279817, 0.07205142008297293, 0.06988222941973216, 0.06827671871562875, 0.06702500385276465, 0.06613097740458992, 0.06469420467957644, 0.0636801973172911, 0.06299399340013505, 0.062456190141352556, 0.06157161659999685, 0.06101225739601768, 0.06022491341635184, 0.05990248870206426, 0.05952112870201042, 0.059067390582144184, 0.058687105078487116, 0.05848767854909787, 0.05809195474779893];492.1530783176422;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_371;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};24;168;256;25;249719.16;499.7191;0.022496695;359.0528;0.012580299;-0.0026985216;0.012656852;0.009349107;1.2629042379558086;0.009338755;1.5439125;0.017550165;2.148772;-2830964700.0;0.09396201596055809;5302775000.0;3233.265755097084;0.11347486736111566;[0.5857304778012419, 0.12089641242046414, 0.09929217098119619, 0.08902417181889793, 0.0820415911966196, 0.07769433385022585, 0.07433908631643796, 0.0717047511984152, 0.06884810781296617, 0.06754898245072027, 0.06553810618825859, 0.06380811500589002, 0.06272331087378058, 0.06131827498414834, 0.06081812706274701, 0.05956029004986006, 0.05852109609283764, 0.05811470059547786, 0.05707249614151675, 0.05690879066322171, 0.05667628367274643, 0.0558763954955958, 0.055452073171531516, 0.05502061769246233, 0.05501520801237953];661.9786801338196;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_404;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 4, 'dilations': [1, 5, 7], 'dropout_rate': 0};24;168;256;25;317252.94;563.25214;0.02535687;410.30676;0.014376109;-0.0021384524;0.01462423;0.010773392;1.4584951102733612;0.010768601;1.7643026;0.02015443;2.4219608;-2705875500.0;0.10737487911538343;5814256600.0;3537.8046987236216;0.1279962158377362;[2.485877658546823, 0.2158318784194025, 0.15248266673391098, 0.1322076798056638, 0.11626467767407844, 0.10666357170519453, 0.09895298020545709, 0.09121648025889015, 0.08534683918582578, 0.08091171537342391, 0.07688284471755943, 0.07317023427980839, 0.07085772376846114, 0.06868973880541919, 0.06663977478570046, 0.06476304391401115, 0.0627732906038321, 0.062418768802751885, 0.060987477641998855, 0.05990078132444995, 0.05876526881244768, 0.05770475021411627, 0.05699092708651871, 0.05680614718228945, 0.055914690304775985];869.2896659374237;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
TCN_474;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};24;168;256;25;411349.94;641.36566;0.028873438;450.76715;0.015793737;-0.0017942487;0.015887342;0.011322344;1.5864184126257896;0.011314735;1.9382806;0.02248491;2.7578456;-2410772200.0;0.11796311851772934;6084229000.0;3949.7969128212476;0.13985738902017023;[10.495836056253125, 0.4153678996216977, 0.24687436332157994, 0.1894882574717883, 0.1679299773812892, 0.14633198681204074, 0.14302331199331084, 0.11815058840682015, 0.10868768668013447, 0.1020616404624532, 0.09488315929113235, 0.09040016892824224, 0.08500559184230991, 0.08172024237769734, 0.07932564677808064, 0.07577418436316018, 0.07426993504498132, 0.07158163070879572, 0.06860162884153155, 0.06644311545826831, 0.06418343461855633, 0.06251683309818604, 0.06117467782960124, 0.06013057286000578, 0.05880048194044402];2087.0202281475067;PhysicalDevice(name='/physical_device:GPU:1', device_type='GPU')
