MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;BATCH_SIZE;EPOCHS;mse;rmse;nrmse;mae;wape;mpe;mape;mdape;smape;smdape;mase;rmspe;rmsse;mre;rae;mrae;std_ae;std_ape;loss;Execution_time;Device
TCN_226;{'nb_filters': 32, 'kernel_size': 4, 'nb_stacks': 4, 'dilations': [1, 3, 9], 'dropout_rate': 0};24;144;128;25;350354.84;591.9078;0.026646908;425.38696;0.014905309;-0.0029476427;0.014991141;0.010877842;1.494939811527729;0.010867216;1.8290771;0.020714121;2.5450826;-1993086500.0;0.11131572449151671;5694919700.0;3749.786605086501;0.13346444249395303;[2.5236053288647025, 0.1931617936164809, 0.13840066261172013, 0.11147304476039126, 0.09432421031151766, 0.0841749355882612, 0.0777306726228659, 0.0730055925068554, 0.06961702917631468, 0.06702791220299474, 0.06442792574874073, 0.062898056486034, 0.0614176172874484, 0.05987091657289135, 0.05904610746079738, 0.057956327514324286, 0.05720026834740192, 0.05652186126783322, 0.05626281760668086, 0.055774216667845336, 0.05490166440293338, 0.05467928211590216, 0.05440395942466933, 0.05383250177752129, 0.05353150424324512];591.6339542865753;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_350;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 1, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;335194.38;578.9597;0.026064003;412.81583;0.014464824;-0.0019792507;0.014512128;0.010471759;1.447190996259451;0.010468425;1.7750238;0.020346545;2.4894087;-2287147800.0;0.10802610071915135;5863480300.0;3599.7537123218226;0.127941335699983;[0.1632674801330449, 0.08175171026533681, 0.07400168037169128, 0.06966692549279499, 0.0666530378145177, 0.06459868183645825, 0.06287601481602967, 0.06145003702907199, 0.060262757239546126, 0.0595133650908981, 0.05895442987606229, 0.05793728126660163, 0.05743061277549624, 0.0569558797687818, 0.056731226464165146, 0.056395859685387656, 0.05604833201511226, 0.05563409263377156, 0.05530961607245427, 0.05509239923601233, 0.05492072806992686, 0.054606263803799425, 0.05433586069249213, 0.05423591971905491, 0.05409093585228018];442.19608306884766;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_351;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 1, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;295225.16;543.34625;0.024460733;390.47208;0.013681912;-0.0042393096;0.013902048;0.010218815;1.383332535624504;0.0102058835;1.6789502;0.019562636;2.336278;-2817931800.0;0.10217916329940889;5187550000.0;3572.007913147688;0.12904371466827513;[0.17798183558121722, 0.0846688643510531, 0.07377111140528643, 0.06867375719461356, 0.06563199516518042, 0.06322636600835209, 0.06165344561861762, 0.06065562610066483, 0.05949269046153985, 0.058854689358562196, 0.05827480892895125, 0.05742287660657836, 0.05724880880486492, 0.056551934966594865, 0.05607555407402744, 0.05601947679980184, 0.05571243363382835, 0.05535615064677952, 0.055006045424569674, 0.054823344089632735, 0.05466095605701067, 0.05424354336405775, 0.054252823101281024, 0.0537611301493322, 0.05374114825920889];356.3976106643677;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_366;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;128;25;332642.16;576.7514;0.025964588;412.66745;0.014459625;-0.0038041263;0.014446379;0.010583701;1.4381371438503265;0.0105731115;1.7743858;0.020016368;2.4799125;-3194212400.0;0.10798727231314731;6100278300.0;3741.0132843334654;0.13138732763268737;[0.30354955901425784, 0.089323513588959, 0.07545703392637201, 0.0690724292516704, 0.06553070715448812, 0.06294657621543298, 0.06157876693902746, 0.06025291962965975, 0.05906022710815368, 0.05814314393608921, 0.05702655682092531, 0.05667170329185578, 0.05598797244341561, 0.055264177772752075, 0.054648450482416025, 0.054552966404792576, 0.05440994303834803, 0.053925609250086805, 0.05373872796571096, 0.05321937306516561, 0.05300591215341195, 0.052902840472087015, 0.05228563438137804, 0.052122390207695546, 0.05195264843105893];493.82183599472046;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_375;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0};24;144;128;25;297033.6;545.0079;0.024535537;394.49957;0.013823033;-0.003849811;0.013965887;0.010247467;1.3905447907745838;0.010239379;1.6962676;0.019352088;2.3434222;-3070016000.0;0.10323308532430434;5524342000.0;3567.07455635921;0.12747635660198461;[1.3852805445561427, 0.1492684851718852, 0.1102068158446085, 0.09135428846264168, 0.08086037010114154, 0.07371608740869133, 0.06942229750926565, 0.06527937315587179, 0.06287344847252323, 0.06156775994878945, 0.05976735438218308, 0.05858325508485237, 0.05763656630263396, 0.05663803813712625, 0.05602847256859904, 0.05580449187208941, 0.054789787398795864, 0.05420793071239706, 0.053549673016247606, 0.05348403133240674, 0.05339005189496045, 0.05242478558416857, 0.052310770759960275, 0.05165808760420182, 0.05135000084089249];693.5668108463287;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_399;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 4, 'dilations': [1, 3, 6], 'dropout_rate': 0};24;144;128;25;341841.9;584.6725;0.026321186;425.26556;0.014901056;-0.0031335228;0.015087031;0.011071845;1.5033098869025707;0.011059711;1.8285551;0.020736387;2.5139728;-2212086000.0;0.11128395683266791;5758934000.0;3735.1300581466962;0.13435890938959372;[2.3137674687894245, 0.18559860150861426, 0.13214491937249934, 0.10787853368795837, 0.09146906975223691, 0.08140003619037212, 0.07576616065266803, 0.07080577363682145, 0.06753326372709895, 0.06455180286920932, 0.06234496256274137, 0.06068015887840968, 0.05922504064655656, 0.05805723372278513, 0.057844822611689925, 0.05667518269104166, 0.055530559997021854, 0.055713701985190274, 0.05528842506279462, 0.05416101247773011, 0.05401868080831308, 0.05297949624436093, 0.05330637231865309, 0.05246688849331835, 0.05232001071093306];687.500682592392;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_469;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;414809.1;644.05676;0.028994586;453.95618;0.015906358;-0.0017290581;0.015980756;0.011206977;1.5970632433891296;0.011198131;1.9519188;0.022418592;2.7693133;-1605484700.0;0.11879175536516405;6273498000.0;3929.3529389380788;0.13970722282937548;[9.16395020987826, 0.2699488169251427, 0.3146908573314936, 0.1470603482844709, 0.11983798009783274, 0.10145689240721212, 0.08902603289143418, 0.07975213652227188, 0.07462798916145715, 0.07060207999630673, 0.06751141170841524, 0.06454185075068497, 0.06253812580770707, 0.06022727031511508, 0.058915888100191126, 0.05764145646115381, 0.05680848218472691, 0.05606777411719033, 0.05480131578861509, 0.05459053397765194, 0.05375673247876572, 0.0533808894174436, 0.05272830488486758, 0.052321700453398484, 0.05163702052929233];1253.4985344409943;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_470;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;392304.3;626.342;0.028197091;448.0738;0.015700243;-0.003603959;0.015844373;0.011259562;1.578025333583355;0.0112466505;1.9266258;0.02217031;2.6931424;-2342697000.0;0.1172524440451187;6450647600.0;3995.8147369689423;0.1433975466437771;[7.323813451111312, 0.27151155491272216, 0.22310001777371002, 0.14320650182464495, 0.11897444530581174, 0.09886556446400475, 0.08712099784497412, 0.07863780078922969, 0.07376714942625047, 0.07050519427929094, 0.06764874257927377, 0.06533971879101237, 0.06371322263126801, 0.061584986350171796, 0.060448365128060996, 0.058356458727995324, 0.05777526859778746, 0.056481834545192094, 0.05571463046194203, 0.05475539470080668, 0.054152015754856064, 0.053386728742281925, 0.053270565151733285, 0.052555345775710305, 0.052261221259500584];1373.9851334095001;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_522;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 1, 'dilations': [1, 3, 6, 12, 24, 48], 'dropout_rate': 0};24;144;128;25;292924.53;541.22504;0.024365239;385.22418;0.013498029;-0.0016105168;0.013638516;0.00978134;1.3615225441753864;0.009777722;1.6563853;0.01925828;2.3271568;-2176636700.0;0.10080588790115995;5078704000.0;3347.4564565551705;0.12008303395911221;[0.18532912564727996, 0.08431421962355604, 0.07349229794377568, 0.06793891200644721, 0.06459811322883538, 0.06217583503094557, 0.06070655060156693, 0.059239601863301204, 0.057862872842193186, 0.05737089743396932, 0.05667802587203971, 0.055984335886639744, 0.0553385538102014, 0.0547356687127056, 0.054140730197968494, 0.05418734829948884, 0.053499544691900984, 0.05299761850420266, 0.05285699627614266, 0.0524334520471723, 0.05224320932776907, 0.05202788761000123, 0.05176467457983361, 0.05173410712826791, 0.051239119561309776];765.0528709888458;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_537;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;316886.34;562.9266;0.025342213;405.45062;0.014206752;-0.0025847075;0.014358133;0.01031362;1.4323379844427109;0.010306474;1.7433549;0.0199225;2.4204693;-2461185300.0;0.10609876769316014;5743994000.0;3555.822643855652;0.12749550699933054;[0.7200635109988235, 0.11081581611859027, 0.09201972626200366, 0.07982679719846224, 0.07229753173320905, 0.06748049301245387, 0.06429509473763008, 0.061540207375699936, 0.06031270718195166, 0.059086085878254035, 0.05751456571080394, 0.05698432539558783, 0.05606945412355975, 0.05535673914960899, 0.05475019399236812, 0.054300393055575415, 0.05362791266235043, 0.05358018785191819, 0.05313987955813804, 0.05283297544242415, 0.05255538566487348, 0.05188709487704398, 0.051644184000073985, 0.05174920723181977, 0.05106533520159381];1006.3367555141449;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_538;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;292987.56;541.28326;0.02436786;388.94675;0.013628466;-0.0022384794;0.013767586;0.010040809;1.3726690784096718;0.010034289;1.6723915;0.019384408;2.3274083;-1941850400.0;0.10178000865449124;5319448600.0;3375.4622812917605;0.12266529594596275;[0.530246043847993, 0.10787430800413154, 0.0878325269688216, 0.07787334114687525, 0.0701172570086492, 0.06597246446461036, 0.06289948035242411, 0.0609933227809647, 0.05886393693625518, 0.05791119080410321, 0.05682900993172056, 0.055864154968641395, 0.05496144161363991, 0.054079130359529354, 0.05349103693781924, 0.05308926488664431, 0.05222397282809794, 0.05174525033535478, 0.05170475452288737, 0.05130808319468963, 0.05079701714220489, 0.05035203523109158, 0.05029395970647978, 0.05002009365984364, 0.049728664789924916];1052.6667954921722;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_546;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8, 16], 'dropout_rate': 0};24;144;128;25;336994.62;580.5124;0.026133902;414.83395;0.014535538;-0.0013021148;0.014456646;0.010460854;1.444106549024582;0.010456755;1.7837013;0.019842671;2.4960847;-1769483300.0;0.10855420810492558;5608241000.0;3568.2273238181133;0.12397275904765664;[4.853586484567684, 0.24512902130843006, 0.19064211386854638, 0.12314569733750122, 0.10467031923908371, 0.08752049863626152, 0.07717571273800429, 0.07066597589148578, 0.0663384752582232, 0.06351404237192747, 0.061501701286693605, 0.05924637545729238, 0.05834223291506888, 0.05734695775995283, 0.05591045375030177, 0.05508767480310278, 0.05436541515713836, 0.05369729314665855, 0.053143315127580276, 0.05271181278680477, 0.052182351158882374, 0.052161676547025665, 0.05128156981283282, 0.0509896151764411, 0.05040564986873395];1368.1669569015503;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_570;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 4, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;128;25;351641.0;592.9932;0.026695773;415.43542;0.014556614;7.2141925e-06;0.014498591;0.010432282;1.4514466747641563;0.010430176;1.7862875;0.020392645;2.5497506;-663489660.0;0.10871159774829922;5179614700.0;3479.873992222862;0.12255970852938133;[10.474205405750611, 0.33503543798343577, 0.2785346070086617, 0.14750345617311408, 0.11765111707717092, 0.10231004766839283, 0.08924857452958138, 0.08064501493653851, 0.07335565705167962, 0.06834300146268237, 0.06456547433483222, 0.06170524486769184, 0.05996554516544297, 0.058019827794350796, 0.056965510772627084, 0.05654487599022963, 0.05536439987183098, 0.0548998348014611, 0.05384403384059716, 0.05318881695342618, 0.05278963159734117, 0.052219994445123395, 0.05168063887044383, 0.051412672528721316, 0.050524904966643996];1354.2920246124268;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_638;{'nb_filters': 64, 'kernel_size': 4, 'nb_stacks': 3, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;128;25;268202.7;517.8829;0.023314405;371.872;0.013030177;-0.0013295324;0.01306185;0.009613323;1.3051287271082401;0.009606869;1.5989738;0.018073147;2.2267907;-1562131500.0;0.09731187888238434;4858197500.0;3196.635100160776;0.11299466990578533;[1.4099966125621604, 0.13890582165517967, 0.10969311866637368, 0.09002806030434456, 0.07834722648328844, 0.07106594335965098, 0.06625055910111849, 0.06270675253257664, 0.06055561067432125, 0.059004343025770185, 0.05765277496685757, 0.056781576919783625, 0.05512250941654585, 0.05485846580373012, 0.05365738415407767, 0.05302988650985393, 0.05264590249435476, 0.05201557294706578, 0.05153631869990833, 0.0508946791474213, 0.05084556758836637, 0.05032057059763429, 0.049983154967819764, 0.04958645001140589, 0.048899922890022034];1143.5698370933533;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_651;{'nb_filters': 64, 'kernel_size': 4, 'nb_stacks': 4, 'dilations': [1, 3, 9], 'dropout_rate': 0};24;144;128;25;351996.34;593.2928;0.02670926;424.54562;0.014875829;-0.003737193;0.015041136;0.010843767;1.496710255742073;0.010834775;1.8254595;0.021179145;2.5510383;-2794327800.0;0.11109556377932982;5695441400.0;3818.458314533283;0.13745352406761516;[1.3868345607773194, 0.1381056538272009, 0.10807663941932327, 0.09199767139131301, 0.08174597755586725, 0.0750357732480171, 0.06870668996876188, 0.06536214189846569, 0.06237340491397976, 0.0606444185916695, 0.05887028903458941, 0.05769505812441445, 0.057040866795432, 0.05646851691004488, 0.055440286843979475, 0.05519090850879714, 0.05399487918722684, 0.053663265047330384, 0.0528840679129162, 0.0522837524342666, 0.05196500793846257, 0.051454572828804314, 0.05071831727710915, 0.05057862466101563, 0.04992196874971048];1103.2870552539825;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_775;{'nb_filters': 64, 'kernel_size': 6, 'nb_stacks': 1, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;275301.12;524.69147;0.023620918;374.98026;0.013139088;-0.002501715;0.013297276;0.009646473;1.3263947330415249;0.009637831;1.6123385;0.01874956;2.2560668;-2215593700.0;0.09812524501591098;5050733000.0;3319.283248581761;0.11948942581389488;[0.13418921747747695, 0.07589300344625378, 0.06792401396516062, 0.06385135869065192, 0.061766776993504115, 0.06036522194498682, 0.05862015121792346, 0.0575847685895627, 0.056630181451590454, 0.055700009349878205, 0.05521078706815874, 0.05451153241323472, 0.054235213382037135, 0.05350254732159519, 0.05312576515246173, 0.05267100775957932, 0.052295707216040876, 0.05212175942203346, 0.05190151314322335, 0.05139311305305529, 0.05116086995462942, 0.05076351507732682, 0.05057783879333649, 0.0505179968219746, 0.050202541823180465];665.0866286754608;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_776;{'nb_filters': 64, 'kernel_size': 6, 'nb_stacks': 1, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;267157.78;516.8731;0.023268947;372.3812;0.013048018;-0.004407606;0.013162202;0.009759476;1.3087956234812737;0.0097488575;1.6011631;0.018508332;2.2224486;-3046883300.0;0.09744512054235298;5361119000.0;3433.9500188555985;0.1231428595889596;[0.14820374913169068, 0.07854073911513205, 0.06953843992977568, 0.06501614686136208, 0.06249373258437252, 0.06003911056391423, 0.05888298021275768, 0.0577751516560864, 0.05658771191989096, 0.055648424388014504, 0.055166036534444365, 0.05495934773482431, 0.054442166731322614, 0.053727309864319645, 0.053476970653105485, 0.052947657908784654, 0.05252206189620631, 0.05223509821012748, 0.05183809848206872, 0.051592296148404465, 0.051216762077328476, 0.05103972622695285, 0.05083339574945947, 0.050645094536524195, 0.050525710170255346];739.3472864627838;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_791;{'nb_filters': 64, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;128;25;236077.73;485.87833;0.021873603;355.29538;0.012449342;-0.0026924922;0.012545591;0.009406261;1.2508389540016651;0.009398589;1.5276976;0.01712425;2.0891774;-2468721000.0;0.0929740820618057;4868796000.0;3140.4303742501397;0.11152022638714892;[0.28536215911244467, 0.08734572824845002, 0.0742198236921557, 0.06739697542036269, 0.06340240832823063, 0.061040276466104194, 0.05923259345057834, 0.05779869764279329, 0.05679241558087537, 0.05529008972929461, 0.054768411989719996, 0.05374390094086737, 0.05316842438453781, 0.05272389325307273, 0.05230126909215552, 0.051707146856920086, 0.05124720360647377, 0.050951239803726726, 0.05046478815550285, 0.05011758262546318, 0.0497637893756569, 0.04984949407561134, 0.049072903879199985, 0.04889413961621125, 0.04814565804071343];921.6458675861359;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_800;{'nb_filters': 64, 'kernel_size': 6, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0};24;144;128;25;278458.84;527.692;0.023756;382.61594;0.013406638;-0.003827976;0.0136410585;0.010073364;1.3583069667220116;0.010062065;1.6451705;0.01901511;2.2689683;-2859094500.0;0.10012335661395129;5644829700.0;3436.8080289760624;0.12510145428173156;[1.3164425838588625, 0.134323697933232, 0.10295181700674938, 0.08524615338828005, 0.07542260702563923, 0.06924400877458753, 0.06460391947759156, 0.06253862252445416, 0.0602757549870361, 0.05815474445673151, 0.057554771977962216, 0.05673179512872879, 0.05527682202381482, 0.05419559132077711, 0.053886751427158305, 0.05328726852387088, 0.05222342522023829, 0.05196913553607904, 0.051468115223446846, 0.05094299710580671, 0.05035967128950022, 0.050132464366042906, 0.04975755591592842, 0.049391666975218386, 0.04919814903246344];1304.352042913437;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_824;{'nb_filters': 64, 'kernel_size': 6, 'nb_stacks': 4, 'dilations': [1, 3, 6], 'dropout_rate': 0};24;144;128;25;317565.56;563.52954;0.025369357;410.19537;0.014373005;-0.0020913426;0.014400712;0.010670966;1.4376942999660969;0.010659298;1.7637564;0.01963399;2.423062;-2244054000.0;0.10734037555600817;5719744000.0;3524.5347662232393;0.1251992124582908;[1.5213736233474817, 0.1370213201964867, 0.10711965764200733, 0.09237269746874216, 0.08160990485094699, 0.07497953222465471, 0.06881379216222534, 0.06519508249361435, 0.06232915732110299, 0.06104514902485344, 0.05943832171015962, 0.05817303421729821, 0.05694389875539371, 0.055598507478028435, 0.05553534778288281, 0.05440301797624009, 0.05348894094798706, 0.05270805514809007, 0.052737324278005315, 0.05258781170768852, 0.05176819379764478, 0.051326898472864174, 0.0505435321552974, 0.049912471035688306, 0.04924990167356172];1183.5987827777863;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_894;{'nb_filters': 128, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;302626.0;550.11456;0.024765434;394.64178;0.013828017;-0.0022066976;0.013931062;0.0101480745;1.3906965963542461;0.010140741;1.6968791;0.019285798;2.36538;-2072610800.0;0.1032702939789416;5534624300.0;3431.4532000396152;0.12272015720744463;[7.316800313857066, 0.2688986545660689, 0.21623121827675026, 0.14259798298009102, 0.11938360196405044, 0.09421538104977792, 0.08334925220111393, 0.07628787627125096, 0.07067832055539822, 0.06781300118695813, 0.0642389557673716, 0.061665551890978075, 0.05946875205249556, 0.05755197196894171, 0.05608433604147927, 0.05499649849554137, 0.05395984568230478, 0.05302940442360189, 0.05278163193052125, 0.051803373520754176, 0.050985164351913595, 0.050613280559122446, 0.050302211979639654, 0.049641315021971326, 0.04919721597488184];2868.747286081314;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_895;{'nb_filters': 128, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;444783.75;666.9211;0.030023908;464.22296;0.0162661;-0.0017993603;0.016111286;0.011293767;1.60893015563488;0.0112855565;1.996064;0.022677982;2.8676248;-2376003000.0;0.12147837536109049;6377186300.0;4088.283962348515;0.14129611857455163;[9.404259710419252, 0.2838443719067468, 0.18312882367579847, 0.2679927217403359, 0.1268658532458927, 0.10249604338811485, 0.0883894969371899, 0.07929037060760104, 0.07334686062341561, 0.07019436242620739, 0.06682852337645344, 0.06443377840671191, 0.062254538695135836, 0.06065634458883881, 0.05922663353858422, 0.0579762580610145, 0.056800310679246756, 0.05592725851820256, 0.05519409701140938, 0.05438640451028885, 0.05363798465990199, 0.05301556565976748, 0.05244460303656377, 0.052161628737338275, 0.05160643208331109];2807.096621990204;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_947;{'nb_filters': 128, 'kernel_size': 3, 'nb_stacks': 1, 'dilations': [1, 3, 6, 12, 24, 48], 'dropout_rate': 0};24;144;128;25;269136.16;518.7833;0.023354942;372.10745;0.013038427;-0.001671323;0.013071933;0.009647185;1.3048673048615456;0.009641437;1.5999861;0.018157741;2.2306628;-2321950000.0;0.09737348646782143;5251182000.0;3252.078877505427;0.11429254806623045;[0.1973700527279976, 0.08528932041774875, 0.07384791235896392, 0.06801463888225151, 0.06442069822360925, 0.06168480300241215, 0.0597425760714235, 0.05879834458971852, 0.0579802618202608, 0.05644716508687302, 0.05552481330704487, 0.05517207958265958, 0.05444922286984094, 0.053636730116599605, 0.0536700655743034, 0.05310941899777263, 0.05260776747755761, 0.0521965439936411, 0.051485733064361085, 0.051146299522322775, 0.050743457022655945, 0.05056063664031867, 0.05031900955124867, 0.05007653421505592, 0.049850798617022476];1407.181003332138;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_962;{'nb_filters': 128, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;249818.08;499.81805;0.02250115;366.16516;0.012830213;-0.003109231;0.012904193;0.009661571;1.2859245762228966;0.0096516255;1.5744355;0.01760431;2.1491153;-2838983400.0;0.09581850234229736;5351311000.0;3245.865918976354;0.11558715617615252;[0.8811588831780456, 0.11690950329820454, 0.0954860050813433, 0.08266926622386518, 0.0732376690956264, 0.06753862675197903, 0.06439479263282546, 0.06161929504274245, 0.059962334481394694, 0.058747283939512555, 0.057759503496547425, 0.056385043141833104, 0.05533080904912262, 0.05479680010422648, 0.0535617247166731, 0.05328000888478603, 0.0525607626331006, 0.052025739866574085, 0.05160730176776589, 0.05092011275688786, 0.050190119409539984, 0.0500376363433235, 0.049422867400791576, 0.04907157916852824, 0.048783557816095766];2189.3021154403687;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_963;{'nb_filters': 128, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 3, 6, 12, 24], 'dropout_rate': 0};24;144;128;25;262059.95;511.9179;0.02304587;371.11194;0.013003545;-0.0012270003;0.012971651;0.009586928;1.2958918698132038;0.009582223;1.5957055;0.017664537;2.201143;-1972919800.0;0.09711298025856159;5114875400.0;3173.8755172660663;0.11086644675154028;[0.5732426814508358, 0.10654170909561678, 0.0871943589353774, 0.07633514236332557, 0.07047940210199254, 0.06563043893054772, 0.06261934448467145, 0.060239599857091736, 0.05904745518412183, 0.05770998528272886, 0.05665654504748346, 0.05538665797447297, 0.05438733022207119, 0.053579324946392115, 0.05307787800551893, 0.05222430797420904, 0.051718549996988675, 0.05125014827771597, 0.05060661337920196, 0.050094133857713836, 0.04982965442801587, 0.04922450721050646, 0.048756587144641796, 0.04825840477684247, 0.04777409157839529];2150.0672879219055;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_971;{'nb_filters': 128, 'kernel_size': 3, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8, 16], 'dropout_rate': 0};24;144;128;25;5886050.5;2426.1184;0.109220654;1601.3767;0.0561113;-0.0021651709;0.057244856;0.038376994;5.677404999732971;0.038393296;6.885593;0.08952624;10.431814;-1919154300.0;0.41905002814260967;21171850000.0;14243.56230934825;0.5262699432100194;[9.140742762138004, 0.25661074518808596, 0.1915368478513099, 0.48603232621876064, 0.11632112388070062, 0.10108439622899694, 0.08724352180068984, 0.07915277099799607, 0.07389128220575553, 0.07006224883057233, 0.0674241368706495, 0.06521361401221144, 1.6064652966315962, 0.14109970002313826, 0.10927883395444138, 0.9565845499527296, 0.15792537026904876, 0.3950894377382369, 0.19838837387382927, 0.16463024268704074, 0.14748324252541772, 0.13736461205288755, 142.0272251149145, 0.7209335533604835, 0.4501671827295727];3006.3820712566376;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_995;{'nb_filters': 128, 'kernel_size': 3, 'nb_stacks': 4, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;128;25;2070493.6;1438.921;0.06477833;971.3995;0.034037266;-0.007467819;0.03365364;0.021478005;3.3393431454896927;0.021419674;4.1768193;0.048198458;6.187066;-4693582300.0;0.25419688985836714;14191931000.0;8954.25966016688;0.3082217748344866;[17.241051519872595, 0.40885098024118205, 0.3187647474436981, 0.15197817606679853, 2.6070844447434127, 0.16095337052419809, 0.12234065524795873, 0.11677538642658347, 0.093675243352657, 0.12670305069410315, 0.08310417378489826, 0.07686560852744691, 0.07299925476821337, 1.9237841495034302, 0.16297384020895184, 0.1199154574191814, 0.1016973442670444, 0.09126644093205703, 0.08867150905335905, 0.08164094358869073, 0.07835852189553162, 0.07476188861087447, 1.4227351179354442, 0.14920877808316863, 0.12069593090595536];3099.908472061157;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
TCN_1063;{'nb_filters': 128, 'kernel_size': 4, 'nb_stacks': 3, 'dilations': [1, 3, 6, 12], 'dropout_rate': 0};24;144;128;25;288080.16;536.731;0.024162924;388.58765;0.013615883;-0.003814796;0.013652221;0.010276797;1.3618720695376396;0.010261454;1.6708475;0.018652339;2.3078344;-2933488600.0;0.10168604026181752;5332775000.0;3515.130120459228;0.12378668592927547;[1.793305277909813, 0.136247599200238, 0.10865727438436493, 0.09023163248080354, 0.07817502230854223, 0.0714855525779501, 0.06659836536681768, 0.06376858746680493, 0.060509100032208635, 0.059266399204225634, 0.058156568630296494, 0.056688964952363564, 0.05500163033939642, 0.05429225271123274, 0.05364401839110097, 0.052825803754078304, 0.0527347774173103, 0.05191389574505988, 0.051388920055491207, 0.050257082586641105, 0.050663921811972074, 0.049778233006425136, 0.04944655122170508, 0.04902469024753832, 0.048560609928333366];2637.693507671356;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
