MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;BATCH_SIZE;EPOCHS;mape;wape;mre;loss;Execution_time;Device
LSTM_8;{'num_stack_layers': 3, 'units': 128, 'dropout': 0};24;144;64;10;0.023084988817572594;0.023416792973876;-3152732160.0;[0.10481106746908063, 0.07398187731039077, 0.07195586085154106, 0.06770855216186865, 0.06594780911881523, 0.0639232139999814, 0.0625268636256416, 0.060645184214582266, 0.06685182244977263, 0.06285183906496351];737.574517250061;PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')
