MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;BATCH_SIZE;EPOCHS;mse;rmse;nrmse;mae;wape;mpe;mape;mdape;smape;smdape;mase;rmspe;rmsse;mre;rae;mrae;std_ae;std_ape;val_mse;val_rmse;val_nrmse;val_mae;val_wape;val_mpe;val_mape;val_mdape;val_smape;val_smdape;val_mase;val_rmspe;val_rmsse;val_mre;val_rae;val_mrae;val_std_ae;val_std_ape;loss;val_loss;Execution_time;Device
LSTM_8;{'num_stack_layers': 3, 'units': 128, 'dropout': 0};48;336;64;25;943.3579;30.714132;0.1832837;19.9022;0.5664366;-63864180;63864180;0.51254356;68.6103999614716;0.58813894;1.1969153;2964592000;1.8471432;7.660707;0.794617916095017;32.074257;210.046788403692;20559227190.2332;229.20973;15.139674;0.087308675;10.14206;0.3575402;-234263020;234263020;0.35065868;46.9749420881271;0.37489486;0.7815353;4928853000;1.1666456;6.884667;0.506203696023926;20.660732;115.7712249474;34273669490.5847;[0.5246337145422968, 0.4057065162105837, 0.34654615567502195, 0.4677603947367645, 0.38167396518919205, 0.3807574202473037, 0.5830760652892255, 0.49614243648478373, 0.39218277084654657, 0.37569625222164654, 0.36238915001712557, 0.34297211273856787, 0.33859742580404606, 0.32839899017039126, 0.33936633781534464, 0.32057725015469796, 0.336429835949543, 0.5459290895485072, 0.4107600307982901, 0.3671352137690005, 0.3572417730870454, 0.3541935978880251, 0.3478762783865998, 0.3439229885161211, 0.34600932125883976];[0.5390604983728665, 0.49741690720503146, 0.4442333538944905, 0.4709624129419143, 0.4467031674889418, 0.44405117373053843, 0.6852672741963313, 0.5161186132866603, 0.4696140360946839, 0.4569994337283648, 0.4381255375651213, 0.4312470440681164, 0.4251068922189566, 0.4220374424297076, 0.43641486248144734, 0.4130442967781654, 0.4097037831178078, 0.6269776047422335, 0.45367834287194103, 0.4510961409944754, 0.42461034340354115, 0.4185805959770313, 0.415938014880969, 0.40988455111017597, 0.4060731868331249];198.251819610596;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_50;{'nb_filters': 32, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14, 28, 56], 'dropout_rate': 0};48;336;64;50;1436.8916;37.906353;0.2262026;23.977339;0.6824191;-55098600;68418320;0.6188622;82.0122003555298;0.7497088;1.4419935;3417571800;2.2796824;6.109907;0.957322424543955;32.572918;234.458730536398;23696510968.4139;910.37964;30.172499;0.17400116;17.35014;0.61164814;-319794240;319794240;0.5089921;67.4834728240967;0.56681645;1.3369815;7127058000;2.3250575;6.982825;0.865968437673049;29.495825;197.341110984273;49541138942.2984;[259.6147088129163, 13.282558689946713, 5.824124437599367, 3.5397844994125736, 2.4537646643781432, 1.845205507416656, 1.507772966283531, 1.3007772291340114, 1.158056124396946, 1.0576100026927708, 0.9830963951378053, 0.9262042670434224, 0.8807124930303454, 0.8445465006114204, 0.814115405658593, 0.7885524777398594, 0.7667787164305719, 0.7475958440614783, 0.7306484542607109, 0.7157632319823556, 0.7026895860542998, 0.6908341496462983, 0.6800281736585829, 0.6700159484061642, 0.6612469666246055, 0.6534833001053851, 0.6461807973142983, 0.6396388017037065, 0.6336996281780483, 0.6284273163132046, 0.6232847263271682, 0.6184371082103195, 0.614132943648647, 0.6101016062469298, 0.6064133623947844, 0.6027012527852819, 0.5993853818967146, 0.5961824957875238, 0.5929244946742404, 0.5897680454783969, 0.5868804883841731, 0.5841101016399365, 0.5810876284244556, 0.5783577739904469, 0.5754224542834333, 0.5726289633967451, 0.5697410650875258, 0.5668999498017169, 0.5640013920512177, 0.5610279936145469];[27.28771838775048, 9.908065309891334, 5.471308208428896, 3.638298199726985, 2.615411407672442, 2.0771367114323835, 1.7579988172421088, 1.542545578800715, 1.4006265115279417, 1.2919752643658564, 1.1986643316654058, 1.1376682416750834, 1.083838294331844, 1.0431850959475224, 1.0068271532654762, 0.9768825987210641, 0.9485526411579206, 0.9267441722062918, 0.906618693127082, 0.8878363170302831, 0.8709999179610839, 0.855524749136888, 0.8420965086955291, 0.8306589195361505, 0.8187664111073201, 0.8093664594567739, 0.7992767617106438, 0.7926104842470243, 0.7842975155665324, 0.7778466596053197, 0.7715176315261767, 0.7655270036596519, 0.7601818963885307, 0.7553931726859167, 0.7500794088611236, 0.7451469393876883, 0.7422172415714997, 0.7380281767019858, 0.7331556282364405, 0.7290155016458951, 0.725496782706334, 0.7225798918650701, 0.7181613857929523, 0.7151671516207548, 0.7121009305119514, 0.7073439004329535, 0.7033130239981872, 0.6997830455119793, 0.6962071261726893, 0.6920313055698688];151.918279886246;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_118;{'nb_filters': 32, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14, 28, 56], 'dropout_rate': 0};48;336;64;50;785.51733;28.027082;0.16724898;18.748821;0.5336103;-89587624;89587624;0.5075135;68.0669128894806;0.57669294;1.1275512;4341648000;1.6855444;1.8798953;0.748567902174773;28.484049;187.009675579327;30107280287.8129;378.7708;19.462034;0.1122352;12.494112;0.44045755;-238963380;243411650;0.41951823;55.3740799427033;0.45307058;0.9627817;5590427600;1.4997216;6.7054114;0.623597692394012;24.180714;139.750276104777;38851660005.7604;[21.440944376775033, 1.5437869403673254, 1.0168104995276042, 0.8299649838664106, 0.7384632877681566, 0.6855756199878195, 0.6534254087342156, 0.6315685029766985, 0.6167914798294288, 0.6055971329338885, 0.5976658071872692, 0.5916475264922433, 0.5857803591207605, 0.5813231211929506, 0.5769808272232756, 0.5728438669356747, 0.5688901511943283, 0.5649491551417659, 0.5610581535648033, 0.5565546298948463, 0.5522193237779222, 0.5477660099665324, 0.5425559060585096, 0.5376912076116184, 0.531919418901637, 0.5261402000551638, 0.5200220084420725, 0.5136862538287029, 0.5071565304401416, 0.5008034524710282, 0.4945918097012285, 0.4885855659770505, 0.48239625652055235, 0.47704164676620187, 0.4706205348461722, 0.4648106702859851, 0.45974564177978444, 0.4551219131059693, 0.45002787023926705, 0.4450078819684936, 0.4401594639400353, 0.43664038454852816, 0.4315243564942033, 0.4260381834518506, 0.4220319550106491, 0.41799268299254816, 0.4121602788063639, 0.40839467719557204, 0.40347762931372233, 0.3994954392529916];[2.8716431168409495, 1.520840496971057, 1.1509797320916102, 0.9840810591211686, 0.8887026934669569, 0.8318186453901805, 0.7960061700298235, 0.7695279218829595, 0.753996026630585, 0.7409593657805369, 0.7296760259912565, 0.7241383504409057, 0.7161979463237983, 0.7119564872521621, 0.706511894097695, 0.7012698873877525, 0.6962454622754684, 0.6923253347094243, 0.6864995858990229, 0.6816829488827632, 0.6756765361015613, 0.6721472917841032, 0.664259981077451, 0.6615410246528112, 0.6531008046406966, 0.645457597879263, 0.6369941526880631, 0.6303983966891582, 0.6227647175009434, 0.6153354570269585, 0.6078943928273824, 0.6004368786055309, 0.5918808112350794, 0.5888860176962155, 0.5802395040026078, 0.5733722221965973, 0.5663066990673542, 0.5633788489951537, 0.5594822346017911, 0.5523537050646085, 0.5446247816658937, 0.5422595232152022, 0.533278440626768, 0.5323856647771138, 0.5211816656474884, 0.5235861789148587, 0.5188422695948527, 0.511717325506302, 0.5038330050615164, 0.4987567227620345];106.482930421829;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_151;{'nb_filters': 32, 'kernel_size': 3, 'nb_stacks': 4, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};48;336;64;50;1887.6964;43.447628;0.25926965;30.940802;0.88060623;-51602588;138544320;0.82182425;107.241749763489;1.0080336;1.8607751;7139759600;2.6129336;5.560388;1.23534652058885;51.131565;292.780177921343;49495527115.2414;1064.2466;32.62279;0.1881317;21.132753;0.7449974;-371959330;399273820;0.68298966;87.8288686275482;0.7607944;1.6284653;9731474000;2.5138745;1.7907751;1.05476371402713;41.42062;226.919035839418;67603733197.9921;[1356.6693528769672, 48.416817559136284, 20.95457616981101, 12.654545977495719, 8.921622649483059, 6.622962067092675, 5.160766896418327, 4.237035514075975, 3.530157385241006, 3.0022215866236297, 2.6402066928752954, 2.366046705107758, 2.1603469295778135, 2.00180815383432, 1.8732571717045734, 1.7636667017775458, 1.6692278569447245, 1.5842104015718912, 1.5084855936575627, 1.439175241811264, 1.3774859006854072, 1.3204517514233427, 1.2695144864096157, 1.2221445588098057, 1.1784047377858184, 1.1393174255527736, 1.1016535160046268, 1.0680247954124413, 1.0355190292072758, 1.0052552902756107, 0.9776077673631014, 0.9511419004864163, 0.9266749925659474, 0.9035538970560267, 0.8819593058692085, 0.8614898516936003, 0.8423982582230499, 0.8241722681672101, 0.8074894826769253, 0.7910976666183287, 0.7759774007659027, 0.7620377909158162, 0.7488940242983869, 0.7364563417895404, 0.7244228113100725, 0.7126514410627061, 0.7008309632107832, 0.6905343163992472, 0.6819643574060449, 0.6739396242703792];[105.29136019486647, 38.45012686802791, 20.587950303004337, 13.98197118135599, 10.310340899687548, 7.8487551762507515, 6.291226176115183, 5.224518711750324, 4.379400138671581, 3.793549276315249, 3.371973693370819, 3.037679229791348, 2.7847421375604777, 2.585966857580038, 2.4097935396891375, 2.2705589624551625, 2.1487108193911038, 2.036597802088811, 1.9364463572318737, 1.8482163365070636, 1.7663056655572011, 1.6928246112970204, 1.6288569340339074, 1.5678276901061718, 1.5111405952618673, 1.4595876393409877, 1.413883232153379, 1.3677192800320113, 1.3253215837937136, 1.2885536964123065, 1.2535508137482863, 1.2177994698286057, 1.1868471847130702, 1.154639747280341, 1.126971613902312, 1.0979631417072737, 1.0730997278140142, 1.0496981728535433, 1.0270371293792357, 1.006374707015661, 0.9844147448356335, 0.9640786624871768, 0.946316174016549, 0.9303285485276809, 0.9112246231390879, 0.894234585074278, 0.8811536843960102, 0.8683980972721026, 0.854815393113173, 0.8427894327502984];155.539388895035;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_219;{'nb_filters': 32, 'kernel_size': 4, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};48;336;64;50;1195.1974;34.57163;0.20630296;22.057617;0.6277819;-66734920;69239784;0.57141936;75.8590936660767;0.6865696;1.3265418;3352134000;2.0791323;6.2829137;0.880675349585095;31.073046;215.337294265765;23245138378.1797;625.2456;25.004911;0.14420031;14.8762665;0.5244362;-254402160;255983790;0.46757463;61.7826282978058;0.52056926;1.1463478;5852198000;1.9268494;5.951713;0.742494166644305;26.543106;165.839435327847;40672857398.9408;[73.62116562571502, 3.958709173156443, 1.8718827438815204, 1.2640618137691333, 1.0100942446989714, 0.8874617809258797, 0.8149784273571439, 0.7657183852172704, 0.7289730725081071, 0.7016765386010138, 0.6813200982872415, 0.6653290722105238, 0.6521571989796587, 0.6411602451029607, 0.631553414075271, 0.6231250400128572, 0.6156479454270883, 0.6090393780510207, 0.6035180037148333, 0.5983300669757641, 0.5937391870839585, 0.5894269684086675, 0.5854509619699009, 0.5816505050313645, 0.5780153605673048, 0.5744878678506123, 0.5710077913487015, 0.5679144562730467, 0.5645935742751412, 0.5616001106690669, 0.5582495343282027, 0.5550720700319263, 0.5516902651763769, 0.5482285241573905, 0.5446567567074356, 0.5408401932693334, 0.5368100462328409, 0.5329499224533781, 0.528726657807539, 0.5243454192571594, 0.5196973615222507, 0.5149482272673345, 0.5097207075731766, 0.5042813253287531, 0.49896020445846706, 0.493426912072776, 0.4880872437919396, 0.48261373428906795, 0.4774143888754545, 0.4719758805445427];[8.395101473881649, 3.1747095539019656, 1.8964398388679211, 1.404291073863323, 1.1752734493750792, 1.0554327299961677, 0.9775533085832229, 0.9232063551361744, 0.8859122120417081, 0.8596795820272886, 0.8370045509475929, 0.8182379425718234, 0.8031650357521497, 0.7898430606493583, 0.7785849462334926, 0.7681653746045553, 0.7594423907307478, 0.7527641143936378, 0.7464968332877526, 0.7414679945661471, 0.7362524907176311, 0.7308027423345126, 0.7259220784673324, 0.7216922027560381, 0.7172212027586423, 0.7131090376239556, 0.7093029549488654, 0.7055489071286641, 0.701908545425305, 0.6989971227370776, 0.6944960946073899, 0.690770824941305, 0.6866535051510885, 0.6829658076167107, 0.6793616717824569, 0.6756009860680654, 0.6699291072212733, 0.6649972572922707, 0.6599684328987048, 0.6545679563513169, 0.6488742748132119, 0.6431571457248467, 0.6380097539379046, 0.6310520452948717, 0.624496188874428, 0.6181276520857444, 0.6120678478708634, 0.6048492124447455, 0.5997734299072852, 0.5931562681037647];128.456783056259;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_356;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 1, 'dilations': [1, 5, 7, 14, 28, 56], 'dropout_rate': 0};48;336;64;50;598.9527;24.47351;0.14604338;16.56409;0.47143063;-106158590;106158590;0.44554573;59.5064103603363;0.48881778;0.9961619;4781967400;1.4718331;9.03355;0.66134007372599;33.225113;171.813622886328;33164019261.6712;215.12703;14.66721;0.08458403;10.032981;0.3536948;-239497380;241026620;0.3504637;47.9940950870514;0.37155223;0.7731298;5337191400;1.130238;5.14085;0.500759395880242;21.25055;112.554504272041;37100495726.1539;[1.531160000441731, 0.597605678482332, 0.5686654065542175, 0.5461286960016702, 0.5246680882817881, 0.5029795509605592, 0.482640258355993, 0.4644709284178877, 0.4496055308747407, 0.4361327768523912, 0.4224937566812488, 0.4125690857569377, 0.4019893331516192, 0.3936167912206788, 0.3867604182538203, 0.3784142896748971, 0.37155144226147935, 0.3650885250257409, 0.3598007101943527, 0.35616004942119983, 0.35028066295356564, 0.3455411296535805, 0.34261594230426107, 0.33837606999033315, 0.3353876570860545, 0.3320233644782633, 0.3287148726159248, 0.32568605769659587, 0.3223596451363126, 0.3195782722770304, 0.317853565953204, 0.31528320663793075, 0.31377029490931596, 0.3118350118542639, 0.3092179901645955, 0.3073498720420156, 0.3067322526001124, 0.30520811979321466, 0.30263623177717275, 0.3008493867473326, 0.29987573551670943, 0.29802389795653483, 0.29592032795367035, 0.2936832066895305, 0.2929426256009346, 0.29127872940422833, 0.2903159907186665, 0.2896192947735533, 0.2880958759266397, 0.28618954345223985];[0.7299599704834131, 0.6940575929788443, 0.6763064368413045, 0.659333368906608, 0.6366358410853606, 0.6136647096047034, 0.5895554712758615, 0.567834565272698, 0.5533389231333365, 0.5387011869595602, 0.5233976904016274, 0.5172449017946537, 0.5073954812609233, 0.49446833334290063, 0.49116189176073444, 0.48010410425754696, 0.47746495071512, 0.46308070994340456, 0.4545208358993897, 0.45234348624944687, 0.45090336868396175, 0.4468761467589782, 0.44015766279055524, 0.4342364789201663, 0.4334501391993119, 0.4315153154043051, 0.42837734806996125, 0.4249716641811224, 0.4271341980649875, 0.420152984559536, 0.42052838234947276, 0.4204598241127454, 0.41905634993543994, 0.4147241751735027, 0.4213300820153493, 0.4145261940474694, 0.4137595293040459, 0.41603324161126065, 0.41022808649219, 0.41629419189233047, 0.41925318625110847, 0.409283905934829, 0.4064856836429009, 0.40612477236069167, 0.4122401771063988, 0.40586083181775534, 0.4137460600871306, 0.4068817338691308, 0.40534976984445864, 0.40221290548260397];70.0758371353149;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_372;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14, 28], 'dropout_rate': 0};48;336;64;50;674.2208;25.965763;0.15494825;17.363886;0.4941936;-102702050;102702050;0.46688193;61.3150298595428;0.51847595;1.0442615;4703553000;1.561577;5.8494344;0.693272782742272;30.412718;177.822947193399;32619411270.2013;264.49683;16.26336;0.09378883;10.813889;0.38122427;-228102850;228660200;0.36687854;49.5651483535767;0.3919721;0.83330566;5174383000;1.2532353;4.439227;0.539735504736209;18.95094;119.829603198946;35964410225.7304;[9.331705049616128, 0.8767218451569045, 0.6959334174216082, 0.633064559692346, 0.6034788264744524, 0.5865043799082438, 0.574386293473451, 0.5651330084040544, 0.557627492768753, 0.551141085256125, 0.5448076212463747, 0.5387090556863425, 0.5319579266695584, 0.5245713168296261, 0.5168465289516725, 0.5087276602136916, 0.4999625230756935, 0.4914005603191357, 0.4830117090312755, 0.4748239756206383, 0.4672240206008948, 0.4591035785306479, 0.4524160214668311, 0.4448002427096528, 0.4379798631737198, 0.4325608503127444, 0.42548020767128986, 0.4194397154637581, 0.4133042926373689, 0.40744666733603546, 0.4012671933657881, 0.3953556775470863, 0.3890300378707296, 0.38367261676396724, 0.37803942454609896, 0.37392900085103686, 0.3691143585000061, 0.3650432848124113, 0.3608520753717653, 0.35649115163922884, 0.35304373185991667, 0.3497233624043672, 0.34683534171846175, 0.34552411151968915, 0.34318686740985815, 0.338276083342695, 0.3357664744059245, 0.33308716283904183, 0.3311189381396713, 0.32852271127240096];[1.3183058076179945, 0.9122108054848818, 0.7985948232504038, 0.7528770875472289, 0.7294590759735841, 0.7153280400312864, 0.7049591696033111, 0.6956386657861563, 0.6880378333421854, 0.6808057954678168, 0.6730220667444743, 0.6655004901381639, 0.6579226994743714, 0.6490584995884162, 0.6391149696249229, 0.6295564707655174, 0.6204289421439171, 0.6106288335644282, 0.5989696217270998, 0.5904385791375086, 0.5815812366513106, 0.5714185742231516, 0.5623606589551156, 0.5522453687511958, 0.5425791499706415, 0.5363164994005973, 0.5261984435984721, 0.5206698150588915, 0.5136428349293195, 0.5070983125613286, 0.5022633645970088, 0.4921600534938849, 0.4853788579885776, 0.48390647683006066, 0.4741822057045423, 0.46999794158798, 0.46747658115166885, 0.4661069093988492, 0.46133419412832993, 0.4592580631948434, 0.45330308521023166, 0.44769371071687114, 0.44480492604466587, 0.4375415865618449, 0.44298024704823125, 0.4356991353516395, 0.4331048271403863, 0.4341864623129368, 0.4310505229693193, 0.4329873647254247];109.616255283356;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_405;{'nb_filters': 32, 'kernel_size': 6, 'nb_stacks': 4, 'dilations': [1, 5, 7, 14], 'dropout_rate': 0};48;336;64;50;1437.309;37.911858;0.22623545;24.017853;0.6835722;-81777790;84932140;0.6167104;81.8283140659332;0.7489896;1.44443;4159191800;2.280013;7.897469;0.958939954611568;32.60873;234.000557922548;28841207266.0439;891.5601;29.859003;0.17219327;17.24881;0.6080759;-306285800;309312350;0.5090474;67.7252948284149;0.57500184;1.3291732;6987152400;2.3009;6.0676417;0.860910982321242;28.398357;193.761075709478;48563815821.1952;[183.17576593592548, 4.665059855594727, 2.492351732392242, 1.8276241781630953, 1.4761942365895147, 1.2226419022693726, 1.0481300192754626, 0.9516877085690337, 0.8907675339979826, 0.8469379483789637, 0.8127647580731894, 0.7851207123862373, 0.7620399850578123, 0.7426643866847679, 0.7260049463470201, 0.7114242119489661, 0.6986839512120122, 0.6873159299150181, 0.6770424762209832, 0.66773945265922, 0.6591671613103526, 0.6514658444169639, 0.6444273383721061, 0.6383336451318529, 0.6327795472697936, 0.6276478162710217, 0.6228956531211374, 0.6185194553384459, 0.6144336099209993, 0.610568074212558, 0.6069897136826446, 0.6035924297599977, 0.6002958085801866, 0.597196276349146, 0.5943497810962696, 0.5914924556506429, 0.5887738788761379, 0.5861056210914096, 0.5834300336630448, 0.5807331702559466, 0.5780241929966471, 0.5753403714889489, 0.5726550814610173, 0.5698108615506674, 0.5670266764751379, 0.5641223160541, 0.5610265979444348, 0.5579848358596581, 0.5549014406503686, 0.5515886127660816];[9.876569335277264, 3.9674041867256165, 2.650390815276366, 2.096597522497177, 1.7237563247864063, 1.438070217004189, 1.2649133022014911, 1.1655892844383533, 1.0966395391867712, 1.0447964725586085, 1.0027626684078803, 0.9698581408995849, 0.9424367908101815, 0.9189394798416358, 0.8986674598776377, 0.8805576282051893, 0.8648789055072345, 0.8511501682492403, 0.8387549576851038, 0.8274323080594723, 0.8170730580504124, 0.8083085744426801, 0.7998334725315754, 0.7931247428059578, 0.7866873190953181, 0.7804205818818166, 0.7745294972107961, 0.7690533921122551, 0.7639659883884283, 0.7598158075259283, 0.7550666670386608, 0.7505611192721587, 0.7468511192844465, 0.7425485488313895, 0.7389414631403409, 0.7351369078342731, 0.7318769653256123, 0.7284986967077622, 0.7248039956276233, 0.721829273379766, 0.7183093652129173, 0.7150015189097478, 0.7115888320482694, 0.7083402104102648, 0.705241104731193, 0.7017487694437687, 0.6985447538586763, 0.6947919852458514, 0.691530813391392, 0.687823915710816];144.743471622467;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_475;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 5, 7, 14, 28, 56], 'dropout_rate': 0};48;336;64;50;1117.1027;33.423084;0.19944912;22.161535;0.6307395;-71864720;83703250;0.5924151;79.0746331214905;0.6878517;1.3327913;4194191000;2.010059;4.622212;0.884824403133913;34.743446;220.907001826203;29081899168.0809;568.3754;23.840626;0.13748601;14.657095;0.5167096;-262012580;270522720;0.4734764;62.9982352256775;0.517563;1.1294587;6258183000;1.8371308;6.234877;0.731555023821314;27.128572;164.459707239081;43489534942.636;[272.87505814188347, 11.725945735323256, 5.255510924518973, 3.1537634635317153, 2.2349684296022865, 1.744947622363694, 1.4334621993815841, 1.2320168519365615, 1.0967890807395972, 0.9892380894094274, 0.9085820072515, 0.8493206578752269, 0.8036127597237555, 0.7659883130575724, 0.7364475393064932, 0.7102790722524487, 0.689961712717434, 0.6716235115908195, 0.6553156718539731, 0.6416115081252683, 0.6290207128017997, 0.6180226025374039, 0.6081797929777615, 0.5996381925499957, 0.5917384595686687, 0.5842590648770908, 0.5777347937298282, 0.570792601880244, 0.5647378201070039, 0.5588930649457923, 0.5528565927404137, 0.5476057382597439, 0.542800615951059, 0.5378959527338184, 0.5334620723401867, 0.5281023011691328, 0.5232733211655548, 0.5191625811627522, 0.5147420314774998, 0.5091796672862509, 0.5053650132123975, 0.5005821562619601, 0.49710238843724347, 0.4924903201020282, 0.4877629285849235, 0.48380164247780033, 0.47957659602741115, 0.4748074475693818, 0.47061878529147827, 0.4665511817747844];[23.846291817151585, 9.245510724874643, 5.0756792563658495, 3.375391946389125, 2.572687403513835, 2.089398143383173, 1.7612222971824498, 1.5217776562158878, 1.3652614744809957, 1.229699315933081, 1.1457159966230392, 1.0701593515964656, 1.0172303404945593, 0.9644722904150302, 0.9249565612811309, 0.8986012534453318, 0.8617640493007807, 0.8380334468988272, 0.8192389303675065, 0.8001778836433704, 0.7827520026610448, 0.7677157206030992, 0.7575823297867408, 0.7409997238562658, 0.7314381444683442, 0.7247602274784675, 0.7163420800979321, 0.7057967541309503, 0.697098756638857, 0.6907008725863236, 0.6841695039318159, 0.672526648411384, 0.6696608570905832, 0.6637479095504835, 0.6595479954893773, 0.6488845457251255, 0.6461250581420385, 0.6415035466735179, 0.6316787227988243, 0.6309130123028388, 0.6226264347250645, 0.6166615629425416, 0.6129956440283701, 0.6071440950036049, 0.6022105039312289, 0.5992316454648972, 0.5965445878414007, 0.5916647994174407, 0.5902193214457768, 0.5844915684026021];235.410263776779;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
TCN_543;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 5, 7, 14, 28, 56], 'dropout_rate': 0};48;336;64;50;604.9981;24.59671;0.14677855;16.715158;0.47573018;-89614040;89614040;0.45759755;62.2119247913361;0.50712705;1.0052471;4073943000;1.4792423;4.3756027;0.667371609405935;27.43843;166.926795718687;28253328093.913;211.55168;14.544816;0.0838782;10.141671;0.35752648;-227508140;229436220;0.35783577;49.322372674942;0.37825578;0.78150535;5316553700;1.1208066;5.854891;0.506184256587148;19.767515;111.52405054411;36947178387.276;[14.74180865748493, 0.9210315746961585, 0.7055636503270283, 0.6349553670284253, 0.599693775177002, 0.5795311734872164, 0.5656304900772906, 0.5537803034851516, 0.5436633266688545, 0.533662436089078, 0.524358248077153, 0.514467700092113, 0.504281769340165, 0.494162216566611, 0.48432948998207054, 0.47454955266869586, 0.46520634780183506, 0.4558784656478587, 0.44772285597335887, 0.44070573561433435, 0.43338959602918026, 0.42751766834857957, 0.4219183504293506, 0.4166839517257064, 0.4115045901369933, 0.4066772049175944, 0.40139114741541915, 0.3962548003680464, 0.3920787546945655, 0.38821172944589516, 0.3831226592478545, 0.37913402353507886, 0.37429514397745545, 0.3696495416947609, 0.36563962395640387, 0.36151040061084544, 0.35638345166105, 0.3525059837937931, 0.34898403459700983, 0.3442559115552672, 0.3425617310160024, 0.337366319220999, 0.33506944905156677, 0.3325119640516198, 0.3298112133850798, 0.32697143502857373, 0.3224514538539205, 0.32222115158458836, 0.3188143805893147, 0.3165391686457943];[1.444220428283398, 0.9307444032568198, 0.8013454096821638, 0.7503970368550374, 0.7225074888421938, 0.7081443140139947, 0.6942174704029009, 0.68264767069083, 0.6723481302077954, 0.6614227879505891, 0.6501538724853442, 0.6387062118603632, 0.625424365584667, 0.6146950435179931, 0.6044178605079651, 0.5904740994939437, 0.5805635503851451, 0.5684823631667174, 0.557513101456257, 0.5480765757652429, 0.5400072677204242, 0.5322436802089214, 0.5249004432788262, 0.5179860359774187, 0.514673302666499, 0.5069132066116884, 0.5044433723848599, 0.4911358883747688, 0.48425191554885644, 0.48633455714354146, 0.47709683816020304, 0.47274223141945326, 0.47504746598693043, 0.463607365408769, 0.4610201343894005, 0.44745543828377354, 0.44540583113065135, 0.4412607599336367, 0.43640487325879246, 0.43454554934914297, 0.43912756672272313, 0.4255600098807078, 0.421368527584351, 0.42012502969457555, 0.4155030178909118, 0.41482670748463046, 0.4133104088787849, 0.4128928789152549, 0.4076197946873995, 0.40643435143507445];169.904804229736;[PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
